iter	Logloss
421	0.1582127533
422	0.1579551849
423	0.1577587128
424	0.1575628662
425	0.1571703186
426	0.1567463074
427	0.1564092712
428	0.1560849304
429	0.1557147827
430	0.1553168945
431	0.1548390961
432	0.1543735046
433	0.1541491394
434	0.1539089355
435	0.1535814819
436	0.1532735291
437	0.1529216614
438	0.1524514465
439	0.1521008911
440	0.1519517822
441	0.151437027
442	0.1510714417
443	0.1507863159
444	0.1505030365
445	0.1502008972
446	0.1498879089
447	0.1496554718
448	0.1494324341
449	0.1492329407
450	0.1490164795
451	0.1488531494
452	0.1486594238
453	0.1484711609
454	0.1482359314
455	0.1479923553
456	0.147706665
457	0.1473606415
458	0.1470930176
459	0.1469206848
460	0.1465683594
461	0.146354187
462	0.1461369629
463	0.1457208557
464	0.145420105
465	0.1452286072
466	0.1448362122
467	0.1446646118
468	0.1443845215
469	0.1440881653
470	0.1438232117
471	0.1435864868
472	0.1433169556
473	0.1430285645
474	0.1427684631
475	0.1425482941
476	0.1423391113
477	0.1422097473
478	0.1419936066
479	0.1417781677
480	0.1416209106
481	0.141423584
482	0.1412601013
483	0.140995224
484	0.1407515259
485	0.1406512756
486	0.1403515015
487	0.1400583038
488	0.1398218231
489	0.1395386047
490	0.1392328796
491	0.1389658508
492	0.1387183838
493	0.1383149414
494	0.138019165
495	0.1377529297
496	0.137508194
497	0.1372107239
498	0.1369607544
499	0.1367374878
500	0.1365146484
501	0.1362694855
502	0.136083252
503	0.1359577026
504	0.1356914215
505	0.1354203186
506	0.1350470581
507	0.1348348389
508	0.1346054688
509	0.134349472
510	0.134199585
511	0.1340643768
512	0.1338264771
513	0.1336097717
514	0.1333756866
515	0.1332812042
516	0.1330198059
517	0.1327233276
518	0.1325007477
519	0.1322541656
520	0.13187677
521	0.1316767426
522	0.1314251556
523	0.1312399445
524	0.1310473022
525	0.130870697
526	0.1306776123
527	0.1306108093
528	0.1304315948
529	0.1303349915
530	0.1301547089
531	0.1298602295
532	0.1296568756
533	0.1294898987
534	0.1293542786
535	0.1292082214
536	0.1289172668
537	0.1287678528
538	0.1284635162
539	0.1281887512
540	0.1280092468
541	0.1276957474
542	0.1273930969
543	0.1270913544
544	0.1269900131
545	0.1268516769
546	0.1265447311
547	0.1263551178
548	0.1261038589
549	0.1258954468
550	0.1257665558
551	0.1255474854
552	0.1253147888
553	0.1250684357
554	0.1248175278
555	0.124669754
556	0.1243738937
557	0.1241244354
558	0.1239640198
559	0.1237822647
560	0.1234575958
561	0.1231913147
562	0.1229825668
563	0.1227893295
564	0.122602272
565	0.1223577118
566	0.1221136475
567	0.1218699036
568	0.1216664734
569	0.1215190125
570	0.1213767624
571	0.1212233734
572	0.1210254669
573	0.1207926636
574	0.1206021729
575	0.1204502869
576	0.1202768936
577	0.1200918884
578	0.1198406982
579	0.1195882721
580	0.1194680786
581	0.1192483139
582	0.1191071396
583	0.1189158325
584	0.1186709595
585	0.1185115356
586	0.1183123474
587	0.1180565033
588	0.1178000336
589	0.1176491928
590	0.1173920441
591	0.117214325
592	0.1170702515
593	0.1169013138
594	0.1167700958
595	0.1165714645
596	0.1163452759
597	0.1161918945
598	0.1160611115
599	0.1158993835
600	0.1156531372
601	0.1154605713
602	0.1152705917
603	0.1150023117
604	0.1147039642
605	0.1145720062
606	0.1144390335
607	0.1142681198
608	0.1140689087
609	0.1139347534
610	0.1138185577
611	0.1135234222
612	0.1132883606
613	0.1131220093
614	0.1128854675
615	0.1126605072
616	0.11240345
617	0.1123011093
618	0.1121491776
619	0.1120102615
620	0.1117109604
621	0.1115496826
622	0.1114362793
623	0.1111574783
624	0.1109585266
625	0.1107415924
626	0.1105365601
627	0.1103464355
628	0.1101870117
629	0.110065155
630	0.1099437256
631	0.1097112579
632	0.1095134888
633	0.1093894882
634	0.1091911316
635	0.1089624023
636	0.108768631
637	0.1086344299
638	0.1085597229
639	0.1083886261
640	0.1081743622
641	0.1079571838
642	0.1077122345
643	0.1075996857
644	0.107471199
645	0.1071862259
646	0.1069221573
647	0.1067209625
648	0.1065755157
649	0.1063439255
650	0.1061658325
651	0.1059688339
652	0.1058528595
653	0.1056497574
654	0.1055758743
655	0.1053432236
656	0.1050758286
657	0.1047545776
658	0.1046244202
659	0.1045040054
660	0.1043017731
661	0.1040916061
662	0.103787323
663	0.1036375427
664	0.1033735428
665	0.1032364426
666	0.1030992584
667	0.1030215454
668	0.1029095764
669	0.102765564
670	0.1026706696
671	0.1025542908
672	0.1024397888
673	0.1022833405
674	0.1021545563
675	0.1019586563
676	0.1018485794
677	0.1016853485
678	0.1015725174
679	0.1014091949
680	0.1013052139
681	0.1011439972
682	0.1009000549
683	0.1007736359
684	0.1006533966
685	0.1004274826
686	0.1002438354
687	0.1000438309
688	0.099905159
689	0.09981408691
690	0.09967771912
691	0.09958406067
692	0.0994618988
693	0.09931401062
694	0.09918282318
695	0.0989900589
696	0.09871538544
697	0.09851634979
698	0.09837470245
699	0.09819734192
700	0.09804023743
701	0.09788096619
702	0.09780743408
703	0.09766317749
704	0.09755117798
705	0.09742965698
706	0.09734259796
707	0.09718196106
708	0.09708232117
709	0.09697775269
710	0.09688304138
711	0.09670823669
712	0.09649981689
713	0.09638169861
714	0.09626780701
715	0.09604536438
716	0.09591055298
717	0.09582308197
718	0.09570135498
719	0.09552592468
720	0.09533740234
721	0.09519248199
722	0.09499494171
723	0.09483511353
724	0.09469733429
725	0.09459648132
726	0.09446705627
727	0.09437411499
728	0.09426844788
729	0.09402813721
730	0.09388040924
731	0.09378405762
732	0.09359580994
733	0.09345353699
734	0.09331239319
735	0.09320774841
736	0.0930034256
737	0.0929334259
738	0.09285731506
739	0.09273213196
740	0.09257395935
741	0.09243734741
742	0.09231386566
743	0.09223612976
744	0.09210021973
745	0.09190608215
746	0.09179826355
747	0.09166127014
748	0.09153050995
749	0.09141339111
750	0.09134398651
751	0.09115194702
752	0.09094112396
753	0.09085548401
754	0.09077312469
755	0.09069274139
756	0.09059494019
757	0.0905226059
758	0.09039619446
759	0.09026673126
760	0.09019589233
761	0.09003921509
762	0.08986773682
763	0.08967420959
764	0.08949436951
765	0.08934577942
766	0.08921095276
767	0.08908327484
768	0.08893245697
769	0.08878359985
770	0.08867967224
771	0.08852514648
772	0.08839582825
773	0.08827279663
774	0.08820772552
775	0.08810227966
776	0.08798963165
777	0.08790362549
778	0.08776876831
779	0.08764512634
780	0.08740480042
781	0.08724634552
782	0.0871733551
783	0.08704638672
784	0.08690568542
785	0.08679019165
786	0.08666719055
787	0.08654122925
788	0.08641017151
789	0.08630958557
790	0.08619512939
791	0.08609101105
792	0.08591578674
793	0.08582048035
794	0.08570804596
795	0.08557133484
796	0.08545307159
797	0.08531645203
798	0.08520816803
799	0.08513967133
800	0.08503762817
801	0.08491758728
802	0.08485614014
803	0.08478831482
804	0.08469646454
805	0.08450889587
806	0.08436495972
807	0.08423860168
808	0.0841697464
809	0.08400617218
810	0.08379238892
811	0.08365435791
812	0.0834773941
813	0.08330656433
814	0.08318504333
815	0.08307092285
816	0.08297892761
817	0.08280682373
818	0.08262181091
819	0.08254308319
820	0.08243130493
821	0.08231913757
822	0.08219057465
823	0.08206369781
824	0.08196221161
825	0.08183027649
826	0.08164847565
827	0.08155597687
828	0.08148464203
829	0.08136820984
830	0.08123532867
831	0.08113872528
832	0.08104212952
833	0.0809635849
834	0.08077700806
835	0.08068580627
836	0.08049879456
837	0.08033597565
838	0.08018423462
839	0.08007168579
840	0.07997244263
841	0.07984442902
842	0.07973188019
843	0.07964176178
844	0.0795741272
845	0.07946017456
846	0.07937055969
847	0.07928933716
848	0.07917770386
849	0.07906325531
850	0.07896561432
851	0.07885590363
852	0.07879063416
853	0.0786583786
854	0.07851958466
855	0.07842285156
856	0.07834159851
857	0.07828643799
858	0.07821935272
859	0.07805825043
860	0.07794623566
861	0.07783795929
862	0.07768545532
863	0.07754948425
864	0.07738168335
865	0.07726603699
866	0.07715516663
867	0.07705432129
868	0.07690830994
869	0.07682694244
870	0.07675791931
871	0.07661837769
872	0.07654653168
873	0.07639651489
874	0.07633648682
875	0.07622348022
876	0.07609906006
877	0.07600857544
878	0.07593611145
879	0.07582459259
880	0.0756484375
881	0.07556413269
882	0.07540290833
883	0.0752937088
884	0.07524152374
885	0.0751451416
886	0.07498683167
887	0.0749329071
888	0.07476937103
889	0.07456562805
890	0.07448551941
891	0.07439888
892	0.07429995728
893	0.07418983459
894	0.07406587219
895	0.07398469543
896	0.07390201569
897	0.07383720398
898	0.07373093414
899	0.07361564636
900	0.0735635376
901	0.07348194885
902	0.07342939758
903	0.07332009125
904	0.07325933838
905	0.07310470581
906	0.07300616455
907	0.07292093658
908	0.07282917023
909	0.07278541565
910	0.07265666962
911	0.07261205292
912	0.07255518341
913	0.0724341507
914	0.07237736511
915	0.07228294373
916	0.07221153259
917	0.07214896393
918	0.07205897522
919	0.07195304871
920	0.07186297607
921	0.07174207306
922	0.07168756866
923	0.07162628174
924	0.07151176453
925	0.07138716125
926	0.07132843018
927	0.07122824097
928	0.07116239929
929	0.07106277466
930	0.07100648499
931	0.07092305756
932	0.07082507324
933	0.07070975494
934	0.07065486145
935	0.07055957031
936	0.07049919128
937	0.07043373871
938	0.0703573761
939	0.07023745728
940	0.07018068695
941	0.07012117767
942	0.06999708557
943	0.06987394714
944	0.06974910736
945	0.0696884613
946	0.0696018219
947	0.0695164032
948	0.06945428467
949	0.06936395264
950	0.06922762299
951	0.06912908936
952	0.06905645752
953	0.06891622925
954	0.06880304718
955	0.06865499115
956	0.0685858078
957	0.06846974182
958	0.0683875885
959	0.06827916718
960	0.06815292358
961	0.06805915833
962	0.06800605774
963	0.06794903564
964	0.06787800598
965	0.0677644043
966	0.06767320251
967	0.06756507874
968	0.06744049835
969	0.06734912109
970	0.0672889328
971	0.06718983459
972	0.06708638
973	0.06704271698
974	0.06695704651
975	0.06688098907
976	0.06678396606
977	0.06672367859
978	0.06664641571
979	0.06656776428
980	0.06649711609
981	0.06636289978
982	0.0663036499
983	0.06622489166
984	0.06613182831
985	0.06600547791
986	0.06594178009
987	0.06582652283
988	0.06570015717
989	0.06561689758
990	0.06551617432
991	0.06540556335
992	0.06535366058
993	0.06529977417
994	0.06525033569
995	0.0652011261
996	0.06511799622
997	0.06503636169
998	0.06493730164
999	0.06486437225
